energy,s025,s026,s027,mean
2.502609999999999673e+03,1.078759000000000023e+00,8.945895999999999848e-01,1.153127999999999931e+00,1.042158866666666794e+00
2.502860000000000127e+03,1.053002999999999911e+00,1.250415000000000054e+00,1.240542999999999951e+00,1.181320333333333084e+00
2.503119999999999891e+03,1.051541999999999977e+00,9.488592000000000137e-01,1.157048999999999994e+00,1.052483399999999847e+00
2.503369999999999891e+03,1.141102000000000061e+00,1.004720000000000057e+00,1.073485999999999940e+00,1.073102666666666538e+00
2.503620000000000346e+03,1.038057999999999925e+00,1.058302999999999994e+00,9.942830999999999753e-01,1.030214699999999928e+00
2.503880000000000109e+03,8.624661999999999606e-01,1.031334999999999891e+00,9.472901000000000238e-01,9.470304333333333657e-01
2.504130000000000109e+03,9.433453000000000532e-01,9.870539000000000396e-01,9.837827000000000099e-01,9.713939666666666639e-01
2.504389999999999873e+03,1.065973000000000059e+00,9.628493999999999664e-01,9.278089999999999948e-01,9.855437999999999699e-01
2.504640000000000327e+03,1.013476999999999961e+00,8.984575999999999674e-01,8.625353000000000048e-01,9.248232999999999038e-01
2.504900000000000091e+03,9.475339999999999874e-01,9.122217999999999716e-01,9.104695000000000427e-01,9.234084333333333339e-01
2.505150000000000091e+03,1.057889999999999997e+00,1.027802000000000104e+00,9.484299999999999953e-01,1.011373999999999995e+00
2.505409999999999854e+03,9.776352000000000375e-01,1.043509000000000020e+00,9.448290999999999773e-01,9.886577666666666042e-01
2.505660000000000309e+03,9.129043000000000019e-01,1.026345000000000063e+00,1.097534999999999927e+00,1.012261433333333294e+00
2.505920000000000073e+03,9.484801000000000482e-01,9.933665999999999885e-01,9.631444000000000116e-01,9.683303666666667198e-01
2.506180000000000291e+03,7.922101999999999755e-01,8.873642000000000474e-01,9.624882000000000160e-01,8.806875333333333833e-01
2.506429999999999836e+03,8.877026999999999557e-01,1.006251999999999924e+00,9.847238999999999853e-01,9.595595333333332144e-01
2.506690000000000055e+03,8.883971000000000506e-01,9.542844999999999800e-01,9.500880000000000436e-01,9.309232000000000617e-01
2.506940000000000055e+03,8.266772999999999483e-01,1.018442000000000069e+00,9.580237000000000336e-01,9.343810000000000171e-01
2.507200000000000273e+03,7.604271000000000225e-01,1.011215999999999893e+00,9.128355000000000219e-01,8.948261999999999050e-01
2.507449999999999818e+03,9.200781999999999572e-01,8.676390000000000491e-01,7.969964000000000492e-01,8.615711999999998705e-01
2.507710000000000036e+03,7.775068000000000534e-01,7.565737999999999630e-01,1.114994999999999958e+00,8.830251999999999546e-01
2.507969999999999800e+03,7.869009000000000142e-01,8.079389999999999628e-01,9.238541000000000114e-01,8.395646666666666258e-01
2.508220000000000255e+03,8.423184999999999700e-01,9.270325000000000371e-01,6.787170000000000147e-01,8.160226666666666739e-01
2.508480000000000018e+03,9.800326000000000315e-01,8.248980999999999675e-01,8.128049000000000524e-01,8.725785333333333504e-01
2.508739999999999782e+03,7.324836000000000125e-01,8.060401999999999845e-01,7.101087000000000371e-01,7.495441666666667890e-01
2.508989999999999782e+03,8.855028000000000343e-01,8.326090000000000435e-01,8.693570999999999938e-01,8.624896333333333942e-01
2.509250000000000000e+03,8.131717000000000528e-01,9.920605000000000118e-01,8.382555999999999896e-01,8.811626000000000181e-01
2.509510000000000218e+03,8.787816999999999990e-01,7.744379000000000124e-01,8.140336999999999712e-01,8.224177666666666608e-01
2.509760000000000218e+03,8.301338000000000328e-01,8.176727000000000301e-01,8.968863000000000252e-01,8.482309333333333257e-01
2.510019999999999982e+03,7.497884000000000215e-01,6.650622999999999951e-01,9.832990999999999815e-01,7.993832666666667031e-01
2.510279999999999745e+03,7.362773000000000234e-01,8.911234000000000099e-01,7.760266000000000108e-01,8.011424333333332370e-01
2.510530000000000200e+03,8.043158999999999725e-01,9.408050000000000024e-01,9.378864000000000090e-01,8.943357666666665873e-01
2.510789999999999964e+03,7.557268999999999792e-01,8.900434000000000401e-01,9.377914000000000527e-01,8.611872333333333573e-01
2.511050000000000182e+03,8.034717000000000109e-01,9.106811999999999685e-01,8.126849000000000434e-01,8.422792666666666372e-01
2.511299999999999727e+03,8.180326999999999460e-01,9.081443999999999628e-01,8.038492999999999888e-01,8.433421333333331882e-01
2.511559999999999945e+03,7.698110999999999704e-01,8.609495000000000342e-01,9.189233999999999458e-01,8.498946666666666871e-01
2.511820000000000164e+03,8.527873000000000259e-01,8.330359999999999987e-01,6.190577999999999914e-01,7.682937000000000793e-01
2.512079999999999927e+03,8.855853999999999671e-01,8.597186999999999468e-01,7.393830000000000124e-01,8.282290333333333088e-01
2.512340000000000146e+03,8.912776999999999505e-01,7.842234999999999623e-01,9.281112999999999724e-01,8.678708333333332581e-01
2.512589999999999691e+03,8.955756999999999746e-01,1.018232999999999944e+00,9.189319999999999711e-01,9.442469000000000001e-01
2.512849999999999909e+03,9.038114999999999899e-01,8.939281999999999506e-01,7.606713999999999976e-01,8.528036999999999423e-01
2.513110000000000127e+03,7.550278000000000267e-01,6.740717999999999988e-01,7.011564999999999603e-01,7.100853666666666619e-01
2.513369999999999891e+03,8.444220000000000059e-01,8.491611999999999494e-01,8.362652000000000418e-01,8.432827999999999991e-01
2.513630000000000109e+03,7.738013000000000252e-01,7.765585999999999878e-01,8.289381999999999584e-01,7.930993666666666941e-01
2.513880000000000109e+03,9.436485000000000012e-01,8.627076000000000189e-01,7.804788999999999755e-01,8.622783333333332578e-01
2.514139999999999873e+03,9.114622000000000002e-01,7.725155999999999690e-01,7.407076000000000215e-01,8.082284666666667006e-01
2.514400000000000091e+03,6.311307000000000444e-01,8.191806000000000365e-01,8.424342000000000219e-01,7.642484999999999973e-01
2.514660000000000309e+03,9.831649000000000083e-01,9.083788999999999891e-01,8.457111999999999963e-01,9.124183333333334422e-01
2.514920000000000073e+03,9.035212000000000243e-01,8.717749000000000192e-01,9.393198000000000381e-01,9.048719666666666939e-01
2.515179999999999836e+03,8.635583999999999483e-01,8.382855000000000167e-01,9.366428999999999450e-01,8.794955999999999330e-01
2.515440000000000055e+03,9.152649999999999952e-01,7.356705000000000050e-01,6.977214000000000471e-01,7.828856333333332751e-01
2.515699999999999818e+03,9.600172000000000150e-01,7.914128999999999747e-01,8.419480000000000297e-01,8.644593666666665621e-01
